PolicyName,PolicyId,Arn,Path,DefaultVersionId,AttachmentCount,PermissionsBoundaryUsageCount,IsAttachable,CreateDate,UpdateDate,PolicyVersionList
AWSConfigRoleForOrganizations,ANPAIEHGYAUTHXSXZAW2E,arn:aws:iam::aws:policy/service-role/AWSConfigRoleForOrganizations,/service-role/,['DefaultVersionId'],1,0,True,2018-03-19 22:53:01+00:00,2018-03-19 22:53:01+00:00,"[{'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['organizations:ListAccounts', 'organizations:DescribeOrganization', 'organizations:ListAWSServiceAccessForOrganization'], 'Resource': '*'}]}, 'VersionId': 'v1', 'IsDefaultVersion': True, 'CreateDate': datetime.datetime(2018, 3, 19, 22, 53, 1, tzinfo=tzlocal())}]"
AdministratorAccess,ANPAIWMBCKSKIEE64ZLYK,arn:aws:iam::aws:policy/AdministratorAccess,/,['DefaultVersionId'],1,0,True,2015-02-06 18:39:46+00:00,2015-02-06 18:39:46+00:00,"[{'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': '*', 'Resource': '*'}]}, 'VersionId': 'v1', 'IsDefaultVersion': True, 'CreateDate': datetime.datetime(2015, 2, 6, 18, 39, 46, tzinfo=tzlocal())}]"
AmazonSSMServiceRolePolicy,ANPAIXJ26NUGBA3TCV7EC,arn:aws:iam::aws:policy/aws-service-role/AmazonSSMServiceRolePolicy,/aws-service-role/,['DefaultVersionId'],1,0,True,2017-11-13 19:20:08+00:00,2020-07-31 19:21:40+00:00,"[{'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution', 'ssm:ListTagsForResource'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources', 'resource-groups:GetGroupQuery'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['cloudformation:DescribeStacks', 'cloudformation:ListStackResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['config:SelectResourceConfig'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['compute-optimizer:GetEC2InstanceRecommendations'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['support:DescribeTrustedAdvisorChecks', 'support:DescribeTrustedAdvisorCheckSummaries', 'support:DescribeTrustedAdvisorCheckResult', 'support:DescribeCases'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v8', 'IsDefaultVersion': True, 'CreateDate': datetime.datetime(2020, 7, 31, 19, 21, 40, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution', 'ssm:ListTagsForResource'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources', 'resource-groups:GetGroupQuery'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['cloudformation:DescribeStacks', 'cloudformation:ListStackResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['config:SelectResourceConfig'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['compute-optimizer:GetEC2InstanceRecommendations'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['support:DescribeTrustedAdvisorChecks', 'support:DescribeTrustedAdvisorCheckSummaries', 'support:DescribeTrustedAdvisorCheckResult'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v7', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2020, 6, 4, 18, 2, 45, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution', 'ssm:ListTagsForResource'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources', 'resource-groups:GetGroupQuery'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['cloudformation:DescribeStacks'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['config:SelectResourceConfig'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['compute-optimizer:GetEC2InstanceRecommendations'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['support:DescribeTrustedAdvisorChecks', 'support:DescribeTrustedAdvisorCheckSummaries', 'support:DescribeTrustedAdvisorCheckResult'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v6', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2020, 4, 20, 21, 1, 22, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution', 'ssm:ListTagsForResource'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources', 'resource-groups:GetGroupQuery'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['cloudformation:DescribeStacks'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['config:SelectResourceConfig'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v5', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2020, 1, 22, 21, 46, 17, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution', 'ssm:ListTagsForResource'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['config:SelectResourceConfig'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v4', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2019, 10, 24, 23, 36, 39, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand', 'ssm:GetAutomationExecution', 'ssm:GetParameters', 'ssm:StartAutomationExecution'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['lambda:InvokeFunction'], 'Resource': ['arn:aws:lambda:*:*:function:SSM*', 'arn:aws:lambda:*:*:function:*:SSM*']}, {'Effect': 'Allow', 'Action': ['states:DescribeExecution', 'states:StartExecution'], 'Resource': ['arn:aws:states:*:*:stateMachine:SSM*', 'arn:aws:states:*:*:execution:SSM*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': 'iam:PassRole', 'Resource': '*', 'Condition': {'StringEquals': {'iam:PassedToService': ['ssm.amazonaws.com']}}}]}, 'VersionId': 'v3', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2018, 7, 25, 22, 14, 20, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['tag:GetResources'], 'Resource': ['*']}]}, 'VersionId': 'v2', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2017, 11, 15, 21, 25, 26, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:CancelCommand', 'ssm:GetCommandInvocation', 'ssm:ListCommandInvocations', 'ssm:ListCommands', 'ssm:SendCommand'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['ec2:DescribeInstanceAttribute', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances'], 'Resource': ['*']}, {'Effect': 'Allow', 'Action': ['resource-groups:ListGroups', 'resource-groups:ListGroupResources'], 'Resource': ['*']}]}, 'VersionId': 'v1', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2017, 11, 13, 19, 20, 8, tzinfo=tzlocal())}]"
AmazonSSMManagedInstanceCore,ANPAIXSHM2BNB2D3AXXRU,arn:aws:iam::aws:policy/AmazonSSMManagedInstanceCore,/,['DefaultVersionId'],1,0,True,2019-03-15 17:22:12+00:00,2019-05-23 16:54:21+00:00,"[{'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:DescribeAssociation', 'ssm:GetDeployablePatchSnapshotForInstance', 'ssm:GetDocument', 'ssm:DescribeDocument', 'ssm:GetManifest', 'ssm:GetParameter', 'ssm:GetParameters', 'ssm:ListAssociations', 'ssm:ListInstanceAssociations', 'ssm:PutInventory', 'ssm:PutComplianceItems', 'ssm:PutConfigurePackageResult', 'ssm:UpdateAssociationStatus', 'ssm:UpdateInstanceAssociationStatus', 'ssm:UpdateInstanceInformation'], 'Resource': '*'}, {'Effect': 'Allow', 'Action': ['ssmmessages:CreateControlChannel', 'ssmmessages:CreateDataChannel', 'ssmmessages:OpenControlChannel', 'ssmmessages:OpenDataChannel'], 'Resource': '*'}, {'Effect': 'Allow', 'Action': ['ec2messages:AcknowledgeMessage', 'ec2messages:DeleteMessage', 'ec2messages:FailMessage', 'ec2messages:GetEndpoint', 'ec2messages:GetMessages', 'ec2messages:SendReply'], 'Resource': '*'}]}, 'VersionId': 'v2', 'IsDefaultVersion': True, 'CreateDate': datetime.datetime(2019, 5, 23, 16, 54, 21, tzinfo=tzlocal())}, {'Document': {'Version': '2012-10-17', 'Statement': [{'Effect': 'Allow', 'Action': ['ssm:DescribeAssociation', 'ssm:GetDeployablePatchSnapshotForInstance', 'ssm:GetDocument', 'ssm:DescribeDocument', 'ssm:GetManifest', 'ssm:GetParameters', 'ssm:ListAssociations', 'ssm:ListInstanceAssociations', 'ssm:PutInventory', 'ssm:PutComplianceItems', 'ssm:PutConfigurePackageResult', 'ssm:UpdateAssociationStatus', 'ssm:UpdateInstanceAssociationStatus', 'ssm:UpdateInstanceInformation'], 'Resource': '*'}, {'Effect': 'Allow', 'Action': ['ssmmessages:CreateControlChannel', 'ssmmessages:CreateDataChannel', 'ssmmessages:OpenControlChannel', 'ssmmessages:OpenDataChannel'], 'Resource': '*'}, {'Effect': 'Allow', 'Action': ['ec2messages:AcknowledgeMessage', 'ec2messages:DeleteMessage', 'ec2messages:FailMessage', 'ec2messages:GetEndpoint', 'ec2messages:GetMessages', 'ec2messages:SendReply'], 'Resource': '*'}]}, 'VersionId': 'v1', 'IsDefaultVersion': False, 'CreateDate': datetime.datetime(2019, 3, 15, 17, 22, 12, tzinfo=tzlocal())}]"
